Date,AAPL,GOOGL,MSFT,PG,XOM
2007-06-21,121.7,510.98,29.98,62.03,83.36
2007-06-22,123.85,516.42,30.0,61.88,84.2
2007-06-25,124.19,528.98,29.47,61.1,82.4
2007-06-26,123.98,532.73,29.55,61.2,82.64
2007-06-27,120.61,525.0,29.36,61.15,81.32
2007-06-28,122.36,524.88,29.86,61.6,83.81
2007-06-29,121.97,526.02,29.87,61.45,84.15
2007-07-02,121.05,525.49,29.67,61.35,84.5
2007-07-03,122.0,531.06,29.79,61.45,85.0
2007-07-05,128.8,535.56,30.05,61.93,85.39
2007-07-06,133.13,541.25,29.91,61.5,85.63
2007-07-09,132.38,543.0,29.86,61.48,86.53
2007-07-10,128.88,543.79,29.7,61.54,86.95
2007-07-11,132.07,543.61,29.24,61.06,86.4
2007-07-12,133.85,545.86,29.56,61.57,87.7
2007-07-13,135.03,547.91,29.94,62.59,89.7
2007-07-16,138.39,550.3,29.76,62.36,89.33
2007-07-17,138.3,555.04,30.02,63.04,90.17
2007-07-18,138.19,553.89,30.51,62.4,88.82
2007-07-19,140.3,553.46,31.05,62.48,91.54
2007-07-20,141.65,511.9,31.15,62.24,92.01
2007-07-23,143.31,519.01,31.36,62.29,91.93
2007-07-24,138.88,509.3,31.01,62.57,92.52
2007-07-25,137.35,516.98,30.99,62.92,91.24
2007-07-26,145.91,508.74,30.24,62.32,90.41
2007-07-27,146.19,508.53,29.93,62.35,87.91
2007-07-30,144.33,512.92,29.41,62.51,86.0
2007-07-31,142.97,520.23,29.71,63.06,86.77
2007-08-01,133.64,510.5,28.95,61.52,84.99
2007-08-02,136.65,513.72,29.19,63.05,85.75
2007-08-03,135.26,510.05,29.45,63.25,84.62
2007-08-06,132.9,503.0,29.05,63.0,81.95
2007-08-07,134.94,509.75,29.33,64.23,83.15
2007-08-08,136.76,519.34,29.72,65.35,85.71
2007-08-09,131.11,520.8,29.64,64.01,85.69
2007-08-10,123.12,510.18,28.9,64.31,82.51
2007-08-13,128.32,519.54,28.94,65.2,85.24
2007-08-14,128.29,515.72,28.77,64.23,83.34
2007-08-15,122.74,509.0,28.24,63.95,83.27
2007-08-16,117.01,492.02,27.88,62.53,80.85
2007-08-17,122.01,497.44,28.09,64.9,82.29
2007-08-20,123.96,502.46,28.18,65.15,83.85
2007-08-21,122.21,498.94,28.1,64.65,84.5
2007-08-22,131.22,509.96,28.27,64.88,83.73
2007-08-23,133.09,516.0,28.28,64.99,84.05
2007-08-24,130.53,512.61,28.21,65.31,83.75
2007-08-27,133.39,514.43,28.61,65.67,85.11
2007-08-28,130.99,511.53,28.3,65.15,84.86
2007-08-29,129.88,507.84,28.13,64.89,83.49
2007-08-30,132.67,512.36,28.42,64.81,84.93
2007-08-31,139.49,513.1,28.7,65.13,86.54
2007-09-04,139.94,515.02,28.5,65.04,85.31
2007-09-05,144.97,523.4,28.65,65.38,86.91
2007-09-06,135.56,529.36,28.56,65.14,87.67
2007-09-07,132.01,517.86,28.62,65.69,86.72
2007-09-10,136.99,521.28,28.67,65.55,85.67
2007-09-11,137.9,516.99,28.63,66.29,85.19
2007-09-12,135.99,520.53,28.81,66.9,86.77
2007-09-13,138.83,524.06,29.12,67.32,87.85
2007-09-14,136.57,523.2,28.98,67.0,88.1
2007-09-17,138.99,526.53,28.79,67.49,88.5
2007-09-18,139.06,526.52,28.7,68.29,89.62
2007-09-19,143.02,539.27,28.87,68.95,92.3
2007-09-20,140.15,547.0,28.48,68.49,92.42
2007-09-21,141.14,556.34,28.69,69.67,92.87
2007-09-24,146.73,561.0,28.81,69.32,92.08
2007-09-25,146.84,564.0,29.14,69.4,90.68
2007-09-26,154.47,570.4,29.68,69.91,92.43
2007-09-27,153.77,571.73,29.7,70.51,92.9
2007-09-28,153.44,567.0,29.49,69.95,93.13
2007-10-01,154.63,569.97,29.46,70.44,92.45
2007-10-02,156.55,583.38,29.7,70.85,93.32
2007-10-03,157.78,586.25,29.71,70.72,91.63
2007-10-04,158.0,585.09,29.56,70.2,91.34
2007-10-05,158.37,587.11,29.89,70.9,91.2
2007-10-08,163.49,595.0,29.66,70.05,90.6
2007-10-09,170.2,615.11,30.03,71.18,90.99
2007-10-10,167.55,621.36,30.04,71.15,91.69
2007-10-11,169.49,633.64,30.3,71.65,93.6
2007-10-12,163.01,623.98,30.03,71.93,93.1
2007-10-15,167.98,638.47,30.1,71.65,94.15
2007-10-16,165.54,618.49,30.24,70.98,94.74
2007-10-17,172.69,630.45,30.75,70.64,95.08
2007-10-18,171.5,635.41,31.22,70.55,94.63
2007-10-19,174.24,654.56,31.09,71.0,94.7
2007-10-22,170.35,638.67,30.12,70.6,91.17
2007-10-23,188.56,661.25,30.71,71.17,91.47
2007-10-24,185.81,672.71,30.85,71.16,90.87
2007-10-25,184.87,678.68,31.57,71.21,92.49
2007-10-26,185.29,674.03,36.01,71.6,92.74
2007-10-29,185.45,677.77,34.85,71.95,92.36
2007-10-30,186.18,677.51,34.37,69.53,92.93
2007-10-31,187.63,700.69,35.52,69.35,91.46
2007-11-01,188.6,702.79,36.53,69.22,89.83
2007-11-02,189.21,710.51,37.22,69.05,88.69
2007-11-05,185.29,706.99,36.76,69.39,87.02
2007-11-06,187.05,737.56,36.59,70.4,87.76
2007-11-07,190.61,741.13,36.04,70.44,89.78
2007-11-08,186.67,734.6,35.6,69.76,88.01
2007-11-09,171.15,675.78,34.18,70.55,88.94
2007-11-12,165.28,657.74,33.32,70.44,86.24
2007-11-13,160.85,644.99,33.54,71.26,84.35
2007-11-14,177.16,673.28,34.62,71.98,87.46
2007-11-15,166.39,638.57,33.76,71.4,85.7
2007-11-16,165.3,633.94,33.86,72.46,85.16
2007-11-19,166.1,629.59,33.96,72.87,84.63
2007-11-20,165.67,636.48,34.23,72.98,84.98
2007-11-21,165.84,643.77,34.4,73.05,87.96
2007-11-23,172.0,670.0,34.36,72.88,87.05
2007-11-26,173.59,680.2,34.09,73.0,88.12
2007-11-27,175.22,674.8,33.27,72.71,85.23
2007-11-28,176.82,682.11,33.38,72.99,86.88
2007-11-29,179.43,690.75,33.58,73.82,87.5
2007-11-30,187.34,711.0,33.92,74.6,88.52
2007-12-03,181.86,691.01,33.5,74.0,88.97
2007-12-04,177.15,678.31,32.74,73.23,88.18
2007-12-05,182.89,692.73,33.14,73.65,88.76
2007-12-06,186.19,697.8,34.26,73.78,89.89
2007-12-07,190.54,714.99,34.61,74.24,91.25
2007-12-10,193.59,715.99,34.64,74.17,91.75
2007-12-11,194.75,719.94,34.73,74.59,92.36
2007-12-12,193.44,714.0,34.61,74.65,91.77
2007-12-13,190.19,696.31,34.48,74.45,91.29
2007-12-14,190.37,687.51,35.05,74.37,92.16
2007-12-17,190.72,688.0,35.03,73.73,90.65
2007-12-18,186.52,674.16,34.64,73.65,90.72
2007-12-19,182.98,674.21,34.69,72.78,91.06
2007-12-20,185.43,685.83,35.29,73.38,91.52
2007-12-21,190.12,697.88,35.9,73.41,92.74
2007-12-24,195.03,694.99,36.13,74.03,93.51
2007-12-26,199.01,698.99,36.41,73.9,93.68
2007-12-27,198.95,707.07,36.35,73.8,94.81
2007-12-28,200.59,704.93,36.1,74.06,94.05
2007-12-31,199.5,698.57,35.9,74.25,94.61
2008-01-02,199.27,692.87,35.79,73.59,94.15
2008-01-03,195.41,685.26,35.22,72.41,93.86
2008-01-04,191.45,679.69,35.19,71.7,93.24
2008-01-07,181.25,653.94,34.55,72.24,92.5
2008-01-08,180.14,653.0,34.71,72.7,91.86
2008-01-09,171.3,630.04,33.36,72.54,90.11
2008-01-10,177.58,645.01,34.35,72.07,90.75
2008-01-11,176.0,642.7,34.14,72.3,91.01
2008-01-14,177.52,651.14,34.46,70.82,90.84
2008-01-15,177.72,645.9,34.03,70.0,89.89
2008-01-16,165.23,628.97,33.42,69.25,88.45
2008-01-17,161.51,620.76,33.54,68.95,87.47
2008-01-18,161.71,608.36,33.16,68.4,84.0
2008-01-22,148.06,562.03,31.54,64.19,80.0
2008-01-23,136.19,560.71,31.48,62.74,80.01
2008-01-24,139.99,558.8,32.35,66.64,84.29
2008-01-25,138.99,591.81,34.9,66.83,86.7
2008-01-28,128.16,570.97,33.02,65.53,83.5
2008-01-29,131.15,560.47,32.85,65.57,85.22
2008-01-30,131.37,549.19,32.56,64.7,84.54
2008-01-31,129.45,539.01,31.91,63.79,84.22
2008-02-01,136.24,528.67,31.06,66.15,87.7
2008-02-04,134.21,509.07,30.49,66.56,86.04
2008-02-05,130.43,489.43,29.91,66.06,84.11
2008-02-06,130.83,511.14,29.28,65.02,82.69
2008-02-07,119.97,496.86,28.34,65.08,80.97
2008-02-08,122.08,509.41,28.29,65.55,82.0
2008-02-11,128.01,520.52,28.52,64.91,81.85
2008-02-12,130.7,523.39,28.43,66.43,83.6
2008-02-13,126.68,522.5,28.62,67.39,84.71
2008-02-14,129.4,538.35,28.88,67.14,85.65
2008-02-15,126.27,528.31,28.31,66.63,85.19
2008-02-19,125.99,534.94,28.8,66.93,86.52
2008-02-20,122.2,503.51,28.15,66.15,86.31
2008-02-21,126.05,512.85,28.62,66.27,87.71
2008-02-22,122.48,502.06,28.24,66.19,87.46
2008-02-25,118.59,505.95,27.65,66.12,87.17
2008-02-26,117.64,461.2,27.74,66.5,88.75
2008-02-27,118.23,460.13,28.19,67.14,89.4
2008-02-28,127.2,470.5,28.02,66.76,89.12
2008-02-29,129.29,471.87,27.69,66.55,88.77
2008-03-03,124.44,471.51,27.24,66.15,86.83
2008-03-04,121.99,450.95,27.02,65.95,87.47
2008-03-05,123.58,445.25,27.75,66.29,86.8
2008-03-06,124.61,447.69,28.06,66.5,86.93
2008-03-07,120.41,428.88,27.34,66.12,83.91
2008-03-10,121.98,428.83,27.83,65.75,82.75
2008-03-11,124.1,425.26,28.4,65.81,83.96
2008-03-12,127.04,440.01,29.43,66.64,86.61
2008-03-13,124.1,432.67,28.54,66.84,85.33
2008-03-14,129.88,442.98,28.72,67.71,87.74
2008-03-17,122.55,427.99,27.3,66.0,83.88
2008-03-18,129.18,428.98,28.67,67.8,86.61
2008-03-19,133.12,441.11,29.38,68.74,87.81
2008-03-20,131.12,427.32,28.74,68.49,84.18
2008-03-24,134.01,438.43,29.33,69.7,85.17
2008-03-25,139.96,457.46,29.33,69.98,86.26
2008-03-26,140.87,452.59,29.03,69.32,85.23
2008-03-27,144.95,446.0,28.48,69.69,86.82
2008-03-28,141.8,447.46,28.23,69.55,86.05
2008-03-31,143.27,435.64,27.88,69.56,85.69
2008-04-01,146.3,447.74,28.83,70.41,84.8
2008-04-02,148.78,469.9,29.57,71.06,86.85
2008-04-03,147.06,461.73,29.0,70.2,88.0
2008-04-04,152.19,457.01,29.13,70.47,88.48
2008-04-07,156.13,477.03,29.55,70.97,89.32
2008-04-08,153.55,473.04,28.94,70.01,88.73
2008-04-09,153.31,469.13,28.72,70.15,89.72
2008-04-10,151.13,464.96,28.83,70.09,89.53
2008-04-11,152.72,464.07,28.87,69.75,88.9
2008-04-14,146.77,457.16,28.24,70.12,88.74
2008-04-15,149.4,458.13,28.12,70.39,90.06
2008-04-16,151.72,444.4,28.57,70.68,90.9
2008-04-17,154.17,455.63,29.12,68.72,92.48
2008-04-18,159.12,535.21,30.01,67.94,93.36
2008-04-21,162.21,539.39,30.19,66.91,94.0
2008-04-22,167.4,537.57,30.64,67.51,94.1
2008-04-23,164.05,557.94,30.45,67.87,94.27
2008-04-24,165.34,551.29,31.63,67.05,93.41
2008-04-25,170.7,549.02,30.05,67.27,93.21
2008-04-28,169.75,545.88,29.8,66.62,92.57
2008-04-29,171.11,550.83,28.8,66.21,92.42
2008-04-30,176.19,562.21,28.74,67.05,92.25
2008-05-01,174.96,578.31,28.5,67.03,90.1
2008-05-02,180.19,598.49,29.59,67.1,90.05
2008-05-05,181.92,598.86,29.93,66.7,89.7
2008-05-06,184.66,591.0,29.0,66.21,89.28
2008-05-07,186.05,590.27,29.69,66.59,90.07
2008-05-08,183.77,586.2,29.28,66.1,89.0
2008-05-09,183.16,579.0,29.21,65.62,89.37
2008-05-12,185.21,574.75,29.4,65.43,88.43
2008-05-13,188.61,586.23,30.0,65.5,88.87
2008-05-14,191.23,586.49,29.89,65.93,89.85
2008-05-15,186.81,579.0,29.98,65.28,90.33
2008-05-16,190.11,581.43,30.47,66.44,91.85
2008-05-19,187.86,578.55,29.87,66.51,92.91
2008-05-20,181.82,574.63,29.3,66.63,94.47
2008-05-21,185.67,578.52,28.81,66.08,94.63
2008-05-22,179.26,551.95,28.28,65.32,93.76
2008-05-23,180.77,546.96,28.26,65.38,92.64
2008-05-27,182.75,544.96,28.11,65.38,90.04
2008-05-28,187.41,567.94,28.56,65.32,89.13
2008-05-29,186.76,574.79,28.21,64.88,89.87
2008-05-30,187.45,583.47,28.38,65.53,89.58
2008-06-02,188.6,582.5,28.24,65.92,88.09
2008-06-03,186.86,576.5,27.91,65.46,87.68
2008-06-04,184.02,565.33,27.28,66.0,85.3
2008-06-05,186.34,577.08,27.72,66.56,86.25
2008-06-06,188.0,579.75,27.99,66.35,89.79
2008-06-09,184.79,568.06,27.65,65.35,87.61
2008-06-10,180.51,549.56,27.36,65.63,88.77
2008-06-11,184.34,556.24,27.85,66.43,88.8
2008-06-12,181.49,548.76,27.4,66.4,87.98
2008-06-13,171.64,561.49,28.63,66.77,86.53
2008-06-16,171.3,566.5,29.02,66.25,88.49
2008-06-17,178.1,576.35,29.04,65.97,87.87
2008-06-18,181.12,564.51,28.55,65.59,88.08
2008-06-19,178.55,555.35,28.55,64.95,88.04
2008-06-20,179.35,556.98,28.9,64.65,86.3
2008-06-23,174.74,545.36,28.3,63.43,85.1
2008-06-24,172.37,545.14,27.92,62.82,87.53
2008-06-25,174.61,544.97,27.81,63.14,87.25
2008-06-26,174.07,544.1,28.03,63.22,87.69
2008-06-27,166.51,527.68,27.68,62.19,86.84
2008-06-30,170.19,532.47,27.73,60.69,86.81
2008-07-01,164.23,519.58,27.27,60.55,87.87
2008-07-02,175.2,536.51,26.9,61.95,88.5
2008-07-03,169.59,530.88,25.97,62.7,87.97
2008-07-07,173.16,542.3,26.11,63.81,87.86
2008-07-08,175.4,545.99,25.93,62.67,86.12
2008-07-09,180.2,550.76,25.79,63.93,86.15
2008-07-10,174.92,545.0,25.2,63.71,84.3
2008-07-11,175.47,536.5,25.16,63.93,86.28
2008-07-14,179.24,539.0,25.48,63.9,86.0
2008-07-15,172.48,516.28,24.93,62.35,85.65
2008-07-16,170.2,514.04,26.13,63.73,81.89
2008-07-17,174.1,534.16,27.58,63.97,81.3
2008-07-18,168.52,498.35,26.36,63.97,80.63
2008-07-21,166.9,480.88,25.66,63.93,81.84
2008-07-22,149.0,466.72,25.54,63.65,82.56
2008-07-23,164.99,481.61,25.86,64.25,82.98
2008-07-24,164.32,496.7,26.09,64.7,81.2
2008-07-25,160.4,486.49,25.64,64.62,81.01
2008-07-28,162.34,492.09,26.06,64.39,81.87
2008-07-29,155.41,479.3,25.52,63.95,80.83
2008-07-30,157.78,485.5,26.2,65.43,80.9
2008-07-31,157.54,474.56,25.85,66.02,81.82
2008-08-01,159.9,472.51,25.92,65.73,80.55
2008-08-04,156.6,468.12,25.39,65.12,79.63
2008-08-05,155.42,467.59,25.64,66.21,76.5
2008-08-06,159.97,478.37,26.73,67.95,78.5
2008-08-07,162.71,482.0,26.9,67.83,78.68
2008-08-08,163.86,480.15,27.35,67.01,76.9
2008-08-11,170.07,492.47,27.86,69.62,78.52
2008-08-12,173.52,502.0,27.78,69.22,78.57
2008-08-13,177.98,501.6,28.07,70.22,76.81
2008-08-14,178.33,497.7,27.82,69.55,77.6
2008-08-15,179.04,506.99,27.98,70.49,77.09
2008-08-18,175.57,509.84,27.78,71.32,77.46
2008-08-19,174.54,490.43,27.54,71.02,76.38
2008-08-20,174.77,494.72,27.54,70.68,78.54
2008-08-21,174.47,482.92,27.1,69.83,79.28
2008-08-22,175.82,491.5,27.23,70.07,80.0
2008-08-25,176.15,486.11,27.61,71.33,80.27
2008-08-26,172.76,483.46,27.58,70.03,78.82
2008-08-27,173.31,473.73,27.34,69.68,80.67
2008-08-28,175.28,472.49,27.61,70.35,81.06
2008-08-29,172.96,469.75,27.68,70.71,81.5
2008-09-02,172.4,476.77,27.67,70.35,78.04
2008-09-03,166.84,468.73,27.0,70.42,77.01
2008-09-04,165.86,460.0,26.74,71.16,77.68
2008-09-05,158.59,445.49,26.03,70.39,76.0
2008-09-08,164.57,452.02,26.21,71.33,76.76
2008-09-09,156.86,423.17,26.2,71.66,76.07
2008-09-10,152.32,424.47,26.52,71.85,73.88
2008-09-11,148.18,408.35,26.1,71.8,74.56
2008-09-12,150.91,430.21,27.14,72.33,75.52
2008-09-15,142.03,424.0,26.92,72.34,74.94
2008-09-16,133.86,425.96,26.09,71.52,71.99
2008-09-17,138.49,438.48,25.73,71.68,75.6
2008-09-18,130.57,422.64,24.8,71.22,76.29
2008-09-19,142.6,461.0,26.37,72.56,80.49
2008-09-22,139.94,454.13,26.22,70.01,80.2
2008-09-23,131.85,433.25,25.66,68.14,78.57
2008-09-24,127.27,430.34,25.58,67.43,77.95
2008-09-25,129.8,438.84,25.82,69.02,78.54
2008-09-26,124.91,428.0,26.17,67.82,79.03
2008-09-29,119.62,419.51,26.94,68.15,78.92
2008-09-30,108.25,395.98,25.77,67.19,75.62
2008-10-01,111.92,411.15,26.38,69.34,77.19
2008-10-02,108.01,409.79,26.18,70.91,77.77
2008-10-03,104.0,397.35,26.37,71.02,77.85
2008-10-06,91.96,373.98,25.63,69.77,75.65
2008-10-07,100.48,373.33,24.98,69.03,78.0
2008-10-08,85.91,330.16,22.9,65.78,74.85
2008-10-09,93.35,344.52,23.77,66.14,77.6
2008-10-10,85.7,313.16,21.79,58.77,63.86
2008-10-13,104.55,355.79,22.86,61.67,64.9
2008-10-14,116.26,393.53,25.64,65.55,75.05
2008-10-15,103.84,354.65,23.78,63.28,70.76
2008-10-16,99.77,332.76,22.94,59.91,63.31
2008-10-17,99.6,378.96,23.57,60.65,67.05
2008-10-20,99.78,379.75,24.2,62.54,70.37
2008-10-21,96.95,372.39,24.3,63.47,72.45
2008-10-22,97.37,356.99,23.04,61.39,68.74
2008-10-23,96.51,353.65,21.55,59.13,65.88
2008-10-24,90.33,326.47,21.06,56.9,64.01
2008-10-27,95.07,334.81,21.67,58.03,67.58
2008-10-28,95.43,339.05,21.64,58.4,68.87
2008-10-29,100.86,365.79,23.13,63.01,74.87
2008-10-30,108.23,368.46,23.69,62.33,75.0
2008-10-31,107.4,356.16,22.53,62.96,74.37
2008-11-03,105.93,357.58,22.48,64.72,73.45
2008-11-04,109.99,353.44,23.13,65.3,75.13
2008-11-05,108.91,362.15,23.33,65.41,76.25
2008-11-06,101.05,339.97,21.87,64.05,73.12
2008-11-07,99.24,333.12,21.32,63.7,70.48
2008-11-10,100.17,328.0,21.85,65.46,75.1
2008-11-11,94.81,308.69,21.29,64.65,72.65
2008-11-12,92.43,302.05,20.89,63.5,71.35
2008-11-13,89.87,291.77,20.15,61.71,69.54
2008-11-14,93.76,303.25,20.56,64.87,73.8
2008-11-17,88.48,303.0,19.74,63.0,73.5
2008-11-18,89.64,301.57,19.5,62.25,73.5
2008-11-19,89.44,295.39,19.63,63.88,76.2
2008-11-20,85.24,274.89,18.12,61.67,71.84
2008-11-21,81.93,262.51,18.02,60.05,69.78
2008-11-24,85.21,269.26,19.89,63.44,76.82
2008-11-25,94.63,268.68,20.86,64.54,78.39
2008-11-26,89.92,280.28,19.73,61.77,77.38
2008-11-28,94.7,290.58,20.23,63.04,79.86
2008-12-01,91.3,286.68,19.88,63.73,77.89
2008-12-02,90.03,269.73,18.99,61.6,75.59
2008-12-03,89.4,269.85,18.65,60.52,76.16
2008-12-04,94.43,276.53,19.4,62.28,77.54
2008-12-05,90.35,271.02,18.91,60.81,75.67
2008-12-08,97.28,289.99,20.35,63.01,78.59
2008-12-09,98.04,297.69,20.62,61.97,79.02
2008-12-10,97.87,309.24,20.82,60.27,79.22
2008-12-11,97.35,304.17,20.11,57.77,80.33
2008-12-12,92.8,295.71,19.15,58.33,78.04
2008-12-15,95.99,314.01,19.34,58.15,81.32
2008-12-16,93.98,314.52,19.21,59.9,80.41
2008-12-17,91.03,318.64,19.81,60.99,82.57
2008-12-18,89.31,316.7,19.86,61.0,80.56
2008-12-19,89.94,310.99,19.42,60.8,76.8
2008-12-22,90.02,308.56,19.24,60.89,75.21
2008-12-23,86.87,300.43,19.28,60.57,75.5
2008-12-24,86.14,301.48,19.26,59.95,74.62
2008-12-26,86.64,304.07,19.2,60.6,76.04
2008-12-29,86.52,300.22,19.15,60.78,78.28
2008-12-30,87.42,300.8,19.01,60.5,78.02
2008-12-31,85.97,304.2,19.31,61.35,78.42
2009-01-02,85.88,308.6,19.53,61.69,80.06
2009-01-05,93.17,321.0,20.2,62.32,81.27
2009-01-06,95.95,332.98,20.75,62.5,82.14
2009-01-07,91.81,328.32,20.19,61.33,79.25
2009-01-08,90.43,318.28,19.63,60.91,77.91
2009-01-09,93.21,327.5,20.17,60.64,78.88
2009-01-12,90.46,316.31,19.71,59.75,76.54
2009-01-13,88.24,311.77,19.52,59.96,76.46
2009-01-14,86.24,310.0,19.53,59.05,77.04
2009-01-15,80.57,297.57,19.07,57.09,74.7
2009-01-16,84.3,305.02,19.63,58.08,77.62
2009-01-20,81.93,299.14,19.46,57.77,77.08
2009-01-21,79.39,288.35,18.87,58.2,76.25
2009-01-22,88.04,298.04,18.05,57.38,77.69
2009-01-23,86.82,309.27,16.97,56.54,76.4
2009-01-26,88.86,324.85,17.29,55.95,78.68
2009-01-27,90.19,326.45,17.78,56.48,78.27
2009-01-28,92.12,337.98,17.8,57.5,79.37
2009-01-29,93.09,344.54,17.78,57.79,77.58
2009-01-30,92.6,344.69,17.74,56.5,78.25
2009-02-02,89.1,334.29,17.03,54.0,76.06
2009-02-03,91.92,342.57,17.85,53.49,76.85
2009-02-04,93.22,340.07,18.54,54.33,78.55
2009-02-05,92.77,340.91,18.51,52.29,77.57
2009-02-06,97.02,356.46,19.16,53.42,78.81
2009-02-09,100.0,371.28,19.64,53.89,80.39
2009-02-10,101.33,375.98,19.25,52.74,79.28
2009-02-11,96.37,358.95,18.94,51.8,76.61
2009-02-12,95.83,353.16,18.97,50.93,73.57
2009-02-13,98.99,362.19,19.27,51.37,74.99
2009-02-17,96.87,346.51,18.49,50.0,72.72
2009-02-18,95.05,347.24,18.22,49.84,71.51
2009-02-19,93.37,357.47,18.3,51.5,71.87
2009-02-20,89.4,338.05,17.77,50.24,70.94
2009-02-23,91.65,347.0,18.02,50.49,72.25
2009-02-24,87.45,331.02,17.03,49.28,69.72
2009-02-25,89.86,342.15,17.01,49.59,71.4
2009-02-26,92.0,345.96,17.05,50.1,71.77
2009-02-27,87.93,332.95,16.29,48.66,69.79
2009-03-02,88.12,333.33,15.96,47.32,67.0
2009-03-03,88.93,330.07,16.03,47.33,65.84
2009-03-04,90.18,323.16,16.12,46.93,65.56
2009-03-05,90.46,316.48,15.86,46.45,64.18
2009-03-06,88.34,307.22,15.35,45.87,62.98
2009-03-09,84.18,299.98,15.2,45.3,62.88
2009-03-10,84.87,298.25,15.37,44.51,65.59
2009-03-11,89.81,310.1,16.63,45.59,67.38
2009-03-12,92.9,317.54,17.01,44.89,66.01
2009-03-13,96.3,326.1,16.98,46.1,67.39
2009-03-16,96.53,325.99,16.82,47.37,67.04
2009-03-17,95.24,320.18,16.32,47.95,66.81
2009-03-18,99.91,334.81,17.03,47.75,68.51
2009-03-19,101.85,331.68,17.37,48.24,70.4
2009-03-20,102.09,330.3,17.32,46.55,68.64
2009-03-23,102.71,333.56,17.37,46.11,66.99
2009-03-24,106.36,346.5,18.04,47.42,69.6
2009-03-25,107.58,350.4,17.98,47.7,69.7
2009-03-26,107.83,353.13,18.17,48.27,70.68
2009-03-27,108.23,350.0,18.54,48.21,70.05
2009-03-30,104.51,342.55,17.74,48.04,68.54
2009-03-31,105.45,348.93,17.83,47.56,69.04
2009-04-01,104.09,343.78,18.23,46.75,67.04
2009-04-02,110.14,363.31,19.5,48.72,70.73
2009-04-03,114.19,364.5,19.13,49.54,69.76
2009-04-06,114.94,367.0,18.54,49.46,69.66
2009-04-07,116.53,362.6,18.76,49.42,69.03
2009-04-08,115.43,363.5,18.97,48.8,68.57
2009-04-09,118.42,369.5,19.45,49.17,69.95
2009-04-13,120.01,371.33,19.69,48.88,68.64
2009-04-14,119.57,376.94,19.44,47.98,67.24
2009-04-15,117.2,367.1,19.21,47.68,67.59
2009-04-16,119.19,381.5,19.16,49.2,68.61
2009-04-17,121.18,386.02,19.69,51.15,67.84
2009-04-20,121.73,386.15,18.89,51.57,66.02
2009-04-21,118.89,376.17,18.59,50.82,65.29
2009-04-22,122.63,381.75,18.76,50.96,65.64
2009-04-23,126.62,387.51,18.92,49.84,65.31
2009-04-24,124.64,386.05,19.82,49.5,66.21
2009-04-27,122.9,384.34,20.55,49.07,65.29
2009-04-28,123.35,383.75,20.25,49.75,65.36
2009-04-29,124.85,385.97,20.11,49.91,67.32
2009-04-30,126.22,395.76,20.6,50.23,68.64
2009-05-01,125.8,395.03,20.19,49.6,67.13
2009-05-04,128.24,398.17,20.37,49.97,68.5
2009-05-05,131.75,399.98,20.14,50.76,68.08
2009-05-06,133.33,406.79,20.06,50.0,68.04
2009-05-07,132.33,404.1,19.96,51.0,69.0
2009-05-08,129.04,402.85,19.46,52.0,69.4
2009-05-11,127.37,402.8,19.2,51.42,69.48
2009-05-12,129.56,410.01,19.51,50.4,69.77
2009-05-13,123.21,394.09,19.92,50.53,69.98
2009-05-14,119.78,388.8,19.83,51.02,69.52
2009-05-15,122.32,391.1,20.13,51.43,69.31
2009-05-18,123.73,394.73,20.36,50.98,69.74
2009-05-19,126.82,396.1,20.51,52.57,70.31
2009-05-20,127.63,402.09,20.41,53.74,71.0
2009-05-21,125.15,396.3,20.14,53.48,68.72
2009-05-22,124.05,396.66,19.93,53.07,68.62
2009-05-26,124.76,391.95,19.54,52.94,68.39
2009-05-27,131.78,405.64,20.25,53.72,69.8
2009-05-28,133.45,408.68,20.32,52.26,68.54
2009-05-29,135.39,412.11,20.56,52.62,69.8
2009-06-01,136.47,418.73,21.0,52.55,70.46
2009-06-02,138.99,426.25,21.36,53.23,71.44
2009-06-03,140.0,426.0,21.31,53.38,72.39
2009-06-04,140.13,435.3,21.77,53.76,72.67
2009-06-05,145.31,445.07,21.96,53.56,73.25
2009-06-08,143.82,439.5,21.98,52.93,72.48
2009-06-09,143.81,438.58,22.06,52.84,73.56
2009-06-10,142.28,436.23,22.17,52.69,73.97
2009-06-11,139.55,431.77,22.59,52.05,74.0
2009-06-12,138.81,426.86,22.9,51.88,73.43
2009-06-15,136.01,421.5,23.23,52.38,72.64
2009-06-16,136.66,419.31,23.47,51.61,73.34
2009-06-17,136.67,416.19,23.5,50.13,71.06
2009-06-18,136.11,415.68,23.62,50.07,71.23
2009-06-19,138.07,418.21,24.04,51.28,71.85
2009-06-22,140.67,416.95,23.95,50.33,70.1
2009-06-23,136.4,406.65,23.38,50.52,69.28
2009-06-24,135.42,408.74,23.45,50.58,69.3
2009-06-25,135.75,407.0,23.43,50.43,68.31
2009-06-26,139.79,413.68,23.57,51.46,69.67
2009-06-29,143.46,426.0,23.6,51.92,69.45
2009-06-30,142.58,424.0,23.97,52.23,70.6
2009-07-01,143.5,424.2,24.05,51.47,70.67
2009-07-02,141.25,415.41,23.76,51.79,69.57
2009-07-06,138.7,406.5,23.21,50.75,67.67
2009-07-07,138.48,408.24,23.08,51.99,67.61
2009-07-08,135.92,400.0,22.31,52.02,66.56
2009-07-09,137.76,406.12,22.65,52.65,66.8
