year month day AAPL GOOGL MSFT PG XOM
2008 7 23 22.12 244.85 21.95 51.57 67.06
2008 7 24 21.15 238.05 21.13 51.42 66.90
2008 7 25 21.56 246.24 21.73 51.38 67.64
2008 7 28 20.54 238.80 21.18 50.87 66.80
2008 7 29 20.89 241.80 21.69 52.24 66.98
2008 7 30 21.27 241.59 21.79 53.06 69.86
2008 7 31 21.14 237.11 21.36 52.19 66.59
2008 8 1 20.84 234.16 21.13 51.77 66.00
2008 8 4 20.38 231.73 21.00 52.46 63.42
2008 8 5 21.37 240.17 21.77 54.17 64.87
2008 8 6 21.84 243.41 22.44 54.02 64.85
2008 8 7 21.76 239.80 22.75 53.78 64.12
2008 8 8 22.55 247.75 23.36 55.50 65.18
2008 8 11 23.09 250.67 23.17 55.34 65.04
2008 8 12 23.51 251.56 23.36 56.06 63.98
2008 8 13 23.85 250.27 23.18 55.47 65.05
2008 8 14 23.85 253.00 23.18 55.56 64.45
2008 8 15 23.38 255.33 23.10 57.07 64.14
2008 8 18 23.33 249.40 23.00 56.80 63.69
2008 8 19 23.08 245.50 22.78 56.37 64.87
2008 8 20 23.39 242.74 22.76 56.03 65.58
2008 8 21 23.18 243.51 22.67 55.71 66.87
2008 8 22 23.52 245.54 23.22 57.08 66.82
2008 8 25 22.95 241.75 23.07 55.90 65.50
2008 8 26 23.10 237.32 22.74 55.67 66.53
2008 8 27 23.23 234.52 22.98 55.84 66.97
2008 8 28 23.11 237.13 23.30 56.60 67.56
2008 8 29 22.55 231.88 22.76 55.61 66.58
2008 9 2 22.11 232.86 22.60 56.17 64.34
2008 9 3 22.21 232.44 22.43 56.92 64.93
2008 9 4 21.44 225.36 21.97 56.14 63.36
2008 9 5 21.31 222.35 21.39 56.41 62.93
2008 9 8 21.01 210.19 21.78 57.68 63.89
2008 9 9 20.18 209.54 21.77 57.30 60.97
2008 9 10 20.17 207.29 22.05 57.70 62.62
2008 9 11 20.30 217.09 22.80 58.25 62.88
2008 9 12 19.81 219.05 23.03 58.30 64.49
2008 9 15 18.67 217.15 22.37 57.50 60.96
2008 9 16 18.61 221.69 21.67 57.39 63.60
2008 9 17 17.00 207.45 20.49 56.54 62.65
2008 9 18 17.84 219.76 21.06 56.84 64.70
2008 9 19 18.74 224.80 20.98 56.08 66.25
2008 9 22 17.43 215.29 21.18 54.23 65.64
2008 9 23 16.87 214.85 21.21 53.62 64.65
2008 9 24 17.12 217.77 21.45 54.79 64.94
2008 9 25 17.55 220.02 22.19 54.60 67.13
2008 9 26 17.06 215.74 22.85 54.87 67.12
2008 9 29 14.00 190.69 20.86 53.20 61.63
2008 9 30 15.12 200.46 22.26 55.55 64.63
2008 10 1 14.51 206.07 22.08 56.80 65.39
2008 10 2 13.31 195.44 21.89 56.94 64.49
2008 10 3 12.91 193.65 21.95 56.61 64.86
2008 10 6 13.05 185.79 20.77 54.66 64.34
2008 10 7 11.86 173.18 19.37 52.80 63.30
2008 10 8 11.94 169.22 19.19 52.68 64.08
2008 10 9 11.80 164.65 18.60 48.52 56.59
2008 10 10 12.88 166.17 17.93 47.47 51.90
2008 10 13 14.67 190.70 21.26 50.44 60.82
2008 10 14 13.84 181.54 20.10 51.09 60.30
2008 10 15 13.03 169.75 18.90 47.68 51.89
2008 10 16 13.55 176.69 20.17 49.23 57.80
2008 10 17 12.96 186.46 19.96 49.21 56.62
2008 10 20 13.09 189.85 20.61 50.94 62.41
2008 10 21 12.17 181.56 19.48 50.18 59.50
2008 10 22 12.89 178.01 17.95 47.13 53.73
2008 10 23 13.07 176.34 18.61 48.59 58.58
2008 10 24 12.82 169.81 18.31 47.22 57.45
2008 10 27 12.25 164.91 17.66 46.02 55.00
2008 10 28 13.29 184.56 19.26 50.72 62.30
2008 10 29 13.91 179.18 19.18 48.92 62.12
2008 10 30 14.77 180.03 18.87 50.60 62.46
2008 10 31 14.31 179.86 18.62 51.77 61.68
2008 11 3 14.23 173.42 18.86 51.66 61.82
2008 11 4 14.76 183.65 19.62 53.00 64.49
2008 11 5 13.74 171.29 18.41 51.18 61.32
2008 11 6 13.18 165.78 17.41 50.82 58.22
2008 11 7 13.07 165.74 17.93 51.73 61.89
2008 11 10 12.75 159.55 17.76 52.10 61.95
2008 11 11 12.61 155.89 17.68 51.19 60.81
2008 11 12 11.99 145.65 16.93 49.61 57.69
2008 11 13 12.83 156.20 17.72 52.18 63.12
2008 11 14 12.00 155.17 16.73 50.62 61.67
2008 11 17 11.72 150.21 16.11 50.14 61.42
2008 11 18 11.96 148.86 16.47 51.54 63.89
2008 11 19 11.48 140.23 15.36 49.95 61.45
2008 11 20 10.71 129.91 14.72 47.59 57.34
2008 11 21 10.98 131.35 16.52 50.61 63.45
2008 11 24 12.36 128.85 17.37 51.88 65.95
2008 11 25 12.08 141.17 16.78 50.68 65.38
2008 11 26 12.64 146.19 17.20 50.66 67.70
2008 11 28 12.33 146.63 16.98 51.62 67.08
2008 12 1 11.83 133.13 15.62 48.52 62.20
2008 12 2 12.30 137.69 16.08 49.28 64.96
2008 12 3 12.76 139.85 16.68 50.44 66.06
2008 12 4 12.16 137.31 16.04 49.13 63.84
2008 12 5 12.50 142.14 16.68 50.24 64.11
2008 12 8 13.26 151.21 17.64 50.13 66.62
2008 12 9 13.31 153.14 17.30 47.96 65.45
2008 12 10 13.06 154.56 17.30 47.42 67.02
2008 12 11 12.64 150.26 16.33 46.99 66.97
2008 12 12 13.07 158.04 16.25 47.28 67.33
2008 12 15 12.60 155.49 15.99 47.61 66.92
2008 12 16 12.69 162.80 16.88 49.43 69.59
2008 12 17 11.86 157.78 16.51 48.69 67.84
2008 12 18 11.90 155.30 16.20 48.38 64.45
2008 12 19 11.97 155.24 16.05 48.27 62.79
2008 12 22 11.40 148.70 16.10 48.50 62.70
2008 12 23 11.49 149.16 16.19 47.99 62.86
2008 12 24 11.31 151.63 16.09 48.44 63.43
2008 12 26 11.41 150.33 16.06 48.55 64.61
2008 12 29 11.52 148.86 15.92 48.29 65.30
2008 12 30 11.48 151.71 16.24 49.03 65.78
2008 12 31 11.35 153.98 16.32 49.59 66.82
2009 1 2 12.07 160.82 17.07 50.37 68.33
2009 1 5 12.58 164.19 17.23 50.01 68.32
2009 1 6 12.37 167.20 17.43 49.87 67.21
2009 1 7 12.11 161.17 16.38 48.99 65.49
2009 1 8 12.33 162.76 16.89 48.46 66.20
2009 1 9 12.05 157.69 16.39 48.02 64.92
2009 1 12 11.79 156.50 16.35 48.08 64.06
2009 1 13 11.67 157.32 16.64 47.70 65.22
2009 1 14 11.35 150.64 16.03 46.41 62.86
2009 1 15 11.09 149.64 16.15 46.09 64.16
2009 1 16 10.95 149.98 16.55 46.31 65.37
2009 1 20 10.40 141.52 15.52 46.07 63.85
2009 1 21 11.02 151.69 16.27 46.50 66.34
2009 1 22 11.75 153.40 14.36 46.01 65.48
2009 1 23 11.75 162.51 14.44 45.23 65.32
2009 1 26 11.92 162.10 14.80 45.53 65.79
2009 1 27 12.07 165.91 14.83 45.80 66.05
2009 1 28 12.53 174.51 15.15 47.00 66.33
2009 1 29 12.37 171.83 14.77 47.03 64.45
2009 1 30 11.99 169.43 14.36 44.02 64.01
2009 2 2 12.17 170.46 14.97 42.85 64.19
2009 2 3 12.37 170.40 15.53 43.55 65.38
2009 2 4 12.44 171.67 15.64 42.42 65.00
2009 2 5 12.83 177.04 15.99 43.07 66.77
2009 2 6 13.26 185.83 16.51 43.62 67.58
2009 2 9 13.64 189.57 16.32 42.76 66.86
2009 2 10 13.01 179.43 15.78 41.56 64.05
2009 2 11 12.88 179.20 16.13 41.32 62.74
2009 2 12 13.20 181.71 16.17 41.42 63.27
2009 2 13 13.19 179.02 16.03 41.27 62.74
2009 2 17 12.57 171.50 15.29 40.48 59.96
2009 2 18 12.55 176.73 15.32 41.16 60.52
2009 2 19 12.06 171.49 15.14 41.30 60.70
2009 2 20 12.13 173.40 15.22 40.59 59.92
2009 2 23 11.57 165.20 14.55 39.50 58.29
2009 2 24 12.00 172.90 14.51 40.20 60.64
2009 2 25 12.13 170.99 14.34 40.32 60.61
2009 2 26 11.86 168.76 13.88 39.56 59.68
2009 2 27 11.88 169.16 13.65 38.91 57.12
2009 3 2 11.70 163.74 13.35 37.86 54.60
2009 3 3 11.75 162.90 13.42 37.67 54.14
2009 3 4 12.13 159.62 13.63 38.22 55.25
2009 3 5 11.82 152.97 12.91 36.67 52.34
2009 3 6 11.35 154.44 12.92 36.92 53.86
2009 3 9 11.05 145.59 12.81 35.69 54.32
2009 3 10 11.79 154.24 13.93 36.49 56.69
2009 3 11 12.33 159.11 14.46 36.41 55.33
2009 3 12 12.82 161.93 14.38 36.98 56.49
2009 3 13 12.76 162.37 14.07 37.92 56.53
2009 3 16 12.69 160.01 13.74 38.63 56.33
2009 3 17 13.26 167.84 14.29 38.76 58.12
2009 3 18 13.50 166.72 14.34 38.79 58.19
2009 3 19 13.52 165.14 14.49 37.41 57.48
2009 3 20 13.51 165.25 14.42 36.83 55.59
2009 3 23 14.32 174.47 15.49 38.56 59.33
2009 3 24 14.17 173.76 15.16 38.02 58.36
2009 3 25 14.16 172.21 15.11 38.82 59.02
2009 3 26 14.61 176.82 15.92 39.39 59.92
2009 3 27 14.21 174.02 15.33 39.23 58.87
2009 3 30 13.90 171.52 14.78 38.19 57.73
2009 3 31 13.98 174.20 15.53 38.04 57.28
2009 4 1 14.46 177.22 16.32 38.94 58.24
2009 4 2 14.99 181.43 16.31 39.92 59.09
2009 4 3 15.43 185.08 15.85 40.09 59.25
2009 4 6 15.76 184.30 15.86 40.11 58.93
2009 4 7 15.30 179.50 15.86 39.32 57.80
2009 4 8 15.47 181.18 16.22 39.15 58.01
2009 4 9 15.90 186.44 16.63 39.73 58.75
2009 4 13 15.99 189.24 16.56 38.80 57.22
2009 4 14 15.74 184.64 16.36 38.17 56.95
2009 4 15 15.65 189.94 15.92 39.38 57.32
2009 4 16 16.15 194.56 16.70 40.74 56.70
2009 4 17 16.42 196.32 16.23 41.73 56.15
2009 4 20 16.03 189.84 15.73 40.98 54.92
2009 4 21 16.20 190.93 16.04 41.49 55.71
2009 4 22 16.16 192.12 15.88 40.41 54.47
2009 4 23 16.68 192.54 15.99 40.18 55.27
2009 4 24 16.48 194.94 17.68 40.34 56.00
2009 4 27 16.59 193.17 17.24 40.71 55.63
2009 4 28 16.48 192.05 16.85 40.48 56.43
2009 4 29 16.65 195.93 17.12 41.08 57.57
2009 4 30 16.74 198.18 17.13 40.28 56.08
2009 5 1 16.93 197.04 17.11 40.33 57.21
2009 5 4 17.57 201.19 17.07 41.54 57.37
2009 5 5 17.65 201.70 16.73 40.57 56.91
2009 5 6 17.62 201.94 16.73 41.42 57.69
2009 5 7 17.17 198.50 16.33 41.83 57.98
2009 5 8 17.18 203.87 16.42 42.02 59.56
2009 5 11 17.23 204.19 16.33 41.04 58.62
2009 5 12 16.55 199.70 16.81 41.50 59.93
2009 5 13 15.89 194.96 16.70 41.52 59.04
2009 5 14 16.35 193.94 16.96 41.39 59.03
2009 5 15 16.28 195.20 17.09 41.28 58.48
2009 5 18 16.85 198.62 17.41 42.79 59.66
2009 5 19 16.95 199.64 17.28 43.14 59.67
2009 5 20 16.74 198.79 17.34 44.01 58.90
2009 5 21 16.52 198.45 16.86 43.20 57.87
2009 5 22 16.29 196.95 16.80 43.21 58.24
2009 5 26 17.40 202.38 17.30 43.82 59.07
2009 5 27 17.70 202.98 17.12 42.19 57.80
2009 5 28 17.97 205.41 17.40 42.85 58.58
2009 5 29 18.06 208.82 17.77 42.32 58.68
2009 6 1 18.54 213.49 18.20 43.47 60.72
2009 6 2 18.55 214.41 18.20 43.76 61.71
2009 6 3 18.75 216.04 18.49 43.84 60.99
2009 6 4 19.12 220.36 18.57 43.47 61.76
2009 6 5 19.24 222.38 18.83 43.33 61.75
2009 6 8 19.13 219.60 18.76 43.30 61.92
2009 6 9 18.98 218.03 18.78 42.70 61.87
2009 6 10 18.66 216.52 19.18 42.43 62.48
2009 6 11 18.62 214.71 19.42 42.37 62.66
2009 6 12 18.22 212.63 19.85 42.81 62.43
2009 6 15 18.10 208.59 19.92 41.82 61.61
2009 6 16 18.14 208.21 19.95 40.82 60.61
2009 6 17 18.03 207.79 20.14 40.74 60.44
2009 6 18 18.07 207.24 19.99 41.69 60.45
2009 6 19 18.55 210.26 20.48 41.26 60.12
2009 6 22 18.27 203.88 19.80 41.19 58.25
2009 6 23 17.83 203.04 19.86 41.18 58.35
2009 6 24 18.12 204.85 19.97 41.18 57.92
2009 6 25 18.60 208.09 20.24 42.11 59.13
2009 6 26 18.95 212.87 19.86 42.16 58.43
2009 6 29 18.88 212.28 20.30 42.55 59.73
2009 6 30 18.95 211.01 20.22 41.63 59.16
2009 7 1 19.00 209.70 20.45 42.37 59.71
2009 7 2 18.62 204.45 19.88 41.64 57.96
2009 7 6 18.44 205.01 19.74 42.50 57.63
2009 7 7 18.01 198.51 19.17 42.29 56.32
2009 7 8 18.25 201.45 19.19 42.89 56.07
2009 7 9 18.14 205.40 19.09 42.70 55.82
2009 7 10 18.43 207.41 19.05 42.55 55.11
2009 7 13 18.93 212.36 19.76 43.16 55.60
2009 7 14 18.92 212.56 19.66 43.62 56.04
2009 7 15 19.54 219.30 20.52 44.53 57.91
2009 7 16 19.62 221.52 20.79 44.98 57.93
2009 7 17 20.19 215.34 20.66 45.56 57.98
2009 7 20 20.34 215.30 20.87 45.27 58.34
2009 7 21 20.15 214.16 21.12 45.21 59.63
2009 7 22 20.85 214.06 21.10 45.06 59.23
2009 7 23 20.99 218.89 21.74 45.30 60.60
2009 7 24 21.28 223.58 19.95 45.86 61.17
2009 7 27 21.30 222.62 19.66 45.81 61.56
2009 7 28 21.28 220.15 19.97 45.75 60.83
2009 7 29 21.29 218.34 20.25 46.09 60.44
2009 7 30 21.65 223.04 20.25 46.18 59.84
2009 7 31 21.73 221.75 20.01 45.59 59.56
2009 8 3 22.14 226.33 20.27 45.67 59.78
2009 8 4 22.02 227.09 20.22 45.55 59.74
2009 8 5 21.96 225.80 20.25 44.27 59.26
2009 8 6 21.80 225.41 19.96 42.26 59.01
2009 8 7 22.02 228.78 20.04 42.73 58.79
2009 8 10 21.91 228.53 19.92 42.84 58.54
2009 8 11 21.66 227.20 19.68 42.65 58.00
2009 8 12 21.99 229.52 20.02 42.77 58.84
2009 8 13 22.40 231.37 20.09 42.95 58.53
2009 8 14 22.18 230.23 20.15 43.01 58.07
2009 8 17 21.23 222.67 19.78 42.88 56.66
2009 8 18 21.81 222.86 20.17 43.07 56.61
2009 8 19 21.89 222.21 20.23 43.36 57.89
2009 8 20 22.12 230.44 20.25 43.54 58.40
2009 8 21 22.51 232.85 20.88 44.00 59.53
2009 8 24 22.49 234.60 21.08 43.81 60.70
2009 8 25 22.53 235.92 21.08 43.85 60.18
2009 8 26 22.27 234.23 21.00 43.82 60.76
2009 8 27 22.54 233.26 21.12 43.58 60.33
2009 8 28 22.62 232.61 21.11 43.68 59.70
2009 8 31 22.37 231.07 21.09 44.44 58.87
2009 9 1 21.99 228.11 20.53 43.54 58.24
2009 9 2 21.97 226.73 20.41 43.36 58.05
2009 9 3 22.15 228.99 20.63 43.42 58.12
2009 9 4 22.65 230.88 21.06 43.41 58.90
2009 9 8 23.00 229.54 21.23 44.51 60.15
2009 9 9 22.76 232.22 21.20 44.15 60.02
2009 9 10 22.95 235.71 21.39 46.02 60.15
2009 9 11 22.90 236.31 21.27 45.69 59.58
2009 9 14 23.11 237.80 21.39 45.42 59.60
2009 9 15 23.30 239.01 21.56 45.19 59.16
2009 9 16 24.19 244.39 21.56 45.42 59.89
2009 9 17 24.55 246.11 21.64 45.60 59.46
2009 9 18 24.61 245.98 21.61 47.07 59.59
2009 9 21 24.48 248.75 21.64 46.89 59.23
2009 9 22 24.54 249.78 22.05 47.01 59.45
2009 9 23 24.67 249.48 21.99 47.02 58.75
2009 9 24 24.45 248.63 22.19 47.50 58.69
2009 9 25 24.26 246.49 21.86 47.64 58.49
2009 9 28 24.76 249.51 22.10 47.76 59.25
2009 9 29 24.66 249.51 22.03 47.56 58.80
2009 9 30 24.65 248.17 22.00 47.57 58.41
2009 10 1 24.06 243.84 21.28 46.50 57.27
2009 10 2 24.59 242.53 21.35 46.61 56.68
2009 10 5 24.74 244.50 21.08 46.55 57.54
2009 10 6 25.27 249.62 21.48 46.84 58.46
2009 10 7 25.31 259.03 21.47 46.77 58.46
2009 10 8 25.18 257.35 21.96 47.35 58.79
2009 10 9 25.34 258.38 21.86 47.27 58.97
2009 10 12 25.38 262.28 22.00 47.22 59.71
2009 10 13 25.28 263.32 22.08 47.02 59.82
2009 10 14 25.44 267.93 22.21 47.07 61.16
2009 10 15 25.35 265.22 22.85 47.01 62.10
2009 10 16 25.01 275.20 22.67 47.17 62.25
2009 10 19 25.25 276.32 22.55 47.46 62.68
2009 10 20 26.44 276.14 22.56 47.74 62.17
2009 10 21 27.26 275.83 22.74 47.57 62.41
2009 10 22 27.29 277.32 22.75 48.10 63.38
2009 10 23 27.13 277.12 23.97 47.70 62.64
2009 10 26 26.93 277.38 24.54 47.09 62.35
2009 10 27 26.25 274.42 24.46 47.32 63.78
2009 10 28 25.59 270.42 23.97 47.36 62.87
2009 10 29 26.12 275.80 24.14 49.27 62.97
2009 10 30 25.07 268.33 23.72 48.00 61.02
2009 11 2 25.18 267.26 23.85 48.78 61.43
2009 11 3 25.11 268.91 23.55 48.48 61.08
2009 11 4 25.38 270.44 24.00 48.85 60.70
2009 11 5 25.81 274.60 24.36 50.04 61.72
2009 11 6 25.85 275.83 24.40 50.51 61.79
2009 11 9 26.80 281.54 24.80 51.18 62.38
2009 11 10 27.00 283.66 24.82 51.19 62.18
2009 11 11 27.04 285.57 24.91 51.50 62.44
2009 11 12 26.87 284.21 25.12 50.73 61.57
2009 11 13 27.20 286.31 25.35 50.98 62.06
2009 11 16 27.49 288.43 25.27 51.53 63.74
2009 11 17 27.53 289.03 25.78 51.56 64.25
2009 11 18 27.40 288.61 25.87 51.65 64.46
2009 11 19 26.67 286.78 25.59 51.43 63.93
2009 11 20 26.59 285.27 25.45 51.14 63.69
2009 11 23 27.39 291.47 25.73 51.91 64.82
2009 11 24 27.19 291.84 25.70 51.97 65.06
2009 11 25 27.16 293.16 25.60 52.03 65.48
2009 11 27 26.68 290.17 25.11 51.70 64.11
2009 11 30 26.59 291.79 25.27 51.60 64.28
2009 12 1 26.20 295.23 25.79 52.06 65.12
2009 12 2 26.10 294.05 25.59 52.29 64.90
2009 12 3 26.14 293.16 25.63 51.77 64.22
2009 12 4 25.71 292.80 25.76 51.80 63.58
2009 12 7 25.13 293.42 25.60 51.69 63.17
2009 12 8 25.26 293.82 25.41 51.20 62.47
2009 12 9 26.31 294.80 25.53 51.50 62.33
2009 12 10 26.13 296.05 25.67 51.50 62.00
2009 12 11 25.89 295.55 25.65 51.59 62.37
2009 12 14 26.20 298.16 25.87 52.14 59.68
2009 12 15 25.83 296.87 25.79 51.41 59.23
2009 12 16 25.94 299.18 25.86 51.44 58.60
2009 12 17 25.52 297.27 25.43 50.97 58.42
2009 12 18 26.00 298.51 26.09 50.93 58.41
2009 12 21 26.37 299.64 26.22 50.73 58.67
2009 12 22 26.65 300.86 26.48 50.73 58.72
2009 12 23 26.88 306.15 26.57 50.73 58.45
2009 12 24 27.81 309.55 26.64 50.71 58.80
2009 12 28 28.15 311.75 26.78 50.69 59.16
2009 12 29 27.81 310.01 26.97 50.96 58.95
2009 12 30 28.15 311.68 26.60 50.78 58.89
2009 12 31 28.03 310.30 26.19 50.17 58.39
